K00016,0.0028631323983415932
K00677,0.0032255136645231181
K00912,0.0030558445181106094
K00946,0.0027294280513584673
K00975,0.0028995080993528236
K00979,0.0036837493188567926
K01627,0.0033810098137024829
K02014,0.0039648127106639824
K02065,0.0029347353416404281
K02066,0.0024675078608336781
K02523,0.0025474591242043731
K02535,0.0027483204620380704
K02536,0.0029817312946165122
K02548,0.0024718985077476696
K03116,0.0023949431074801008
K03585,0.0030954641305284019
K03770,0.0024343084935675853
K03771,0.0029073444037649612
K03832,0.0027424843694800823
K05807,0.0025766860408789113
K06142,0.0030877546290623611
K06861,0.0030255613231007779
K07166,0.0025155829782162764
K07263,0.0027254454767112915
K07277,0.003430031529450062
K07574,0.0025378570919159368
K08307,0.0029411647174102814
K09762,0.0025711991287818707
K09772,0.0025494260917185425
K09808,0.0026095754065067027
